SEASON_ID,SEASON_TYPE,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,PTS,REB,AST,STL,BLK,TOV,FGA,FTA,MIN,FG3M
2025-26,Regular,203110,Draymond Green,GSW,2025-10-21,GSW @ LAL,W,8,7,9,1,2,4,6,3,28,1
2025-26,Regular,1627780,Gary Payton II,GSW,2025-10-21,GSW @ LAL,W,6,2,1,1,1,3,6,0,12,0
2025-26,Regular,203500,Steven Adams,HOU,2025-10-21,HOU @ OKC,L,4,13,3,0,0,3,4,2,37,0
2025-26,Regular,1630578,Alperen Sengun,HOU,2025-10-21,HOU @ OKC,L,39,11,7,2,1,4,24,11,49,5
2025-26,Regular,1631106,Tari Eason,HOU,2025-10-21,HOU @ OKC,L,3,6,0,0,1,4,6,0,22,1
2025-26,Regular,1629216,Gabe Vincent,LAL,2025-10-21,LAL vs. GSW,L,3,0,1,1,0,0,4,0,29,1
2025-26,Regular,1630559,Austin Reaves,LAL,2025-10-21,LAL vs. GSW,L,26,5,9,2,0,5,16,10,36,1
2025-26,Regular,1628983,Shai Gilgeous-Alexander,OKC,2025-10-21,OKC vs. HOU,W,35,5,5,2,2,3,26,14,47,1
2025-26,Regular,202710,Jimmy Butler III,GSW,2025-10-21,GSW @ LAL,W,31,5,4,1,0,1,14,16,35,1
2025-26,Regular,1630228,Jonathan Kuminga,GSW,2025-10-21,GSW @ LAL,W,17,9,6,1,0,2,11,2,33,4
2025-26,Regular,201142,Kevin Durant,HOU,2025-10-21,HOU @ OKC,L,23,9,3,0,0,4,16,6,47,0
2025-26,Regular,1642263,Reed Sheppard,HOU,2025-10-21,HOU @ OKC,L,9,2,4,1,1,2,11,2,28,2
2025-26,Regular,1629060,Rui Hachimura,LAL,2025-10-21,LAL vs. GSW,L,9,4,3,0,0,1,6,0,35,3
2025-26,Regular,1628392,Isaiah Hartenstein,OKC,2025-10-21,OKC vs. HOU,W,6,8,5,2,0,1,5,2,37,0
2025-26,Regular,1629652,Luguentz Dort,OKC,2025-10-21,OKC vs. HOU,W,6,6,5,1,0,1,12,2,45,0
2025-26,Regular,1642959,Chris Youngblood,OKC,2025-10-21,OKC vs. HOU,W,0,0,0,0,0,0,0,0,0,0
2025-26,Regular,1627741,Buddy Hield,GSW,2025-10-21,GSW @ LAL,W,17,1,0,1,0,2,11,0,22,5
2025-26,Regular,1641764,Brandin Podziemski,GSW,2025-10-21,GSW @ LAL,W,7,7,2,1,0,1,7,0,33,1
2025-26,Regular,1629006,Josh Okogie,HOU,2025-10-21,HOU @ OKC,L,8,2,1,0,1,0,3,6,20,1
2025-26,Regular,1641708,Amen Thompson,HOU,2025-10-21,HOU @ OKC,L,18,4,5,1,1,4,17,2,39,0
2025-26,Regular,1629029,Luka Dončić,LAL,2025-10-21,LAL vs. GSW,L,43,12,9,2,1,3,27,10,41,2
2025-26,Regular,1630598,Aaron Wiggins,OKC,2025-10-21,OKC vs. HOU,W,10,1,1,0,0,1,8,0,21,2
2025-26,Regular,1631096,Chet Holmgren,OKC,2025-10-21,OKC vs. HOU,W,28,7,2,0,0,3,17,4,38,2
2025-26,Regular,1641717,Cason Wallace,OKC,2025-10-21,OKC vs. HOU,W,14,7,5,4,0,2,10,2,42,3
2025-26,Regular,201143,Al Horford,GSW,2025-10-21,GSW @ LAL,W,5,5,1,0,0,2,7,0,20,1
2025-26,Regular,1630611,Gui Santos,GSW,2025-10-21,GSW @ LAL,W,0,0,0,0,0,1,0,0,3,0
2025-26,Regular,1642366,Quinten Post,GSW,2025-10-21,GSW @ LAL,W,0,2,1,0,0,0,0,0,9,0
2025-26,Regular,1631095,Jabari Smith Jr.,HOU,2025-10-21,HOU @ OKC,L,16,5,0,1,0,0,15,0,42,2
2025-26,Regular,1629028,Deandre Ayton,LAL,2025-10-21,LAL vs. GSW,L,10,6,0,0,1,4,7,2,34,0
2025-26,Regular,1629637,Jaxson Hayes,LAL,2025-10-21,LAL vs. GSW,L,4,6,1,0,0,1,3,0,14,0
2025-26,Regular,1631119,Jaylin Williams,OKC,2025-10-21,OKC vs. HOU,W,2,0,1,1,0,0,5,0,13,0
2025-26,Regular,1642964,Brooks Barnhizer,OKC,2025-10-21,OKC vs. HOU,W,0,0,0,0,0,0,0,0,2,0
2025-26,Regular,201939,Stephen Curry,GSW,2025-10-21,GSW @ LAL,W,23,1,4,3,1,2,14,8,32,3
2025-26,Regular,1642954,Will Richard,GSW,2025-10-21,GSW @ LAL,W,5,1,1,1,0,0,2,0,14,1
2025-26,Regular,203935,Marcus Smart,LAL,2025-10-21,LAL vs. GSW,L,9,0,0,1,0,3,6,4,23,0
2025-26,Regular,1627936,Alex Caruso,OKC,2025-10-21,OKC vs. HOU,W,8,2,3,2,1,0,9,0,30,2
2025-26,Regular,1642349,Ajay Mitchell,OKC,2025-10-21,OKC vs. HOU,W,16,2,2,0,1,0,12,1,15,3
2025-26,Regular,203991,Clint Capela,HOU,2025-10-21,HOU @ OKC,L,4,0,0,1,0,1,1,2,8,0
2025-26,Regular,1629020,Jarred Vanderbilt,LAL,2025-10-21,LAL vs. GSW,L,0,3,0,1,0,2,4,0,12,0
2025-26,Regular,1631222,Jake LaRavia,LAL,2025-10-21,LAL vs. GSW,L,5,3,0,0,0,0,4,2,16,1
2025-26,Regular,204001,Kristaps Porziņģis,ATL,2025-10-22,ATL vs. TOR,L,20,7,2,0,2,2,12,6,26,4
2025-26,Regular,1630700,Dyson Daniels,ATL,2025-10-22,ATL vs. TOR,L,4,3,2,2,0,3,4,0,23,0
2025-26,Regular,1627759,Jaylen Brown,BOS,2025-10-22,BOS vs. PHI,L,25,6,4,0,0,2,18,6,36,2
2025-26,Regular,1631169,Josh Minott,BOS,2025-10-22,BOS vs. PHI,L,2,2,2,0,0,0,1,0,14,0
2025-26,Regular,1628378,Donovan Mitchell,CLE,2025-10-22,CLE @ NYK,L,31,2,5,2,1,3,25,5,36,2
2025-26,Regular,1642878,Tyrese Proctor,CLE,2025-10-22,CLE @ NYK,L,5,1,2,0,0,0,5,0,16,1
2025-26,Regular,1630621,Hunter Dickinson,NOP,2025-10-22,NOP @ MEM,L,2,0,0,0,1,2,2,0,5,0
2025-26,Regular,1642852,Derik Queen,NOP,2025-10-22,NOP @ MEM,L,3,5,0,0,1,0,4,2,15,0
2025-26,Regular,203939,Dwight Powell,DAL,2025-10-22,DAL vs. SAS,L,0,0,1,1,0,1,0,0,8,0
2025-26,Regular,1631108,Max Christie,DAL,2025-10-22,DAL vs. SAS,L,9,0,1,0,1,2,4,0,26,3
2025-26,Regular,101108,Chris Paul,LAC,2025-10-22,LAC @ UTA,L,4,1,4,1,0,1,5,1,15,1
2025-26,Regular,201935,James Harden,LAC,2025-10-22,LAC @ UTA,L,15,2,11,0,0,2,12,4,29,2
2025-26,Regular,203078,Bradley Beal,LAC,2025-10-22,LAC @ UTA,L,5,1,0,1,0,1,5,0,20,1
2025-26,Regular,1627739,Kris Dunn,LAC,2025-10-22,LAC @ UTA,L,0,5,1,1,0,2,3,0,22,0
2025-26,Regular,203952,Andrew Wiggins,MIA,2025-10-22,MIA @ ORL,L,18,4,1,1,1,1,12,7,32,1
2025-26,Regular,203914,Gary Harris,MIL,2025-10-22,MIL vs. WAS,W,0,0,0,0,0,0,0,0,2,0
2025-26,Regular,1626171,Bobby Portis,MIL,2025-10-22,MIL vs. WAS,W,2,6,1,0,0,0,6,0,17,0
2025-26,Regular,1627752,Taurean Prince,MIL,2025-10-22,MIL vs. WAS,W,11,1,2,1,0,0,5,0,22,3
2025-26,Regular,1641748,Andre Jackson Jr.,MIL,2025-10-22,MIL vs. WAS,W,0,0,0,0,0,0,0,0,2,0
2025-26,Regular,1626157,Karl-Anthony Towns,NYK,2025-10-22,NYK vs. CLE,W,19,11,2,0,0,3,12,9,31,1
2025-26,Regular,1641998,Trey Jemison III,NYK,2025-10-22,NYK vs. CLE,W,0,2,0,0,0,0,0,0,8,0
2025-26,Regular,1628371,Jonathan Isaac,ORL,2025-10-22,ORL vs. MIA,W,0,1,0,1,0,0,1,0,7,0
2025-26,Regular,1630532,Franz Wagner,ORL,2025-10-22,ORL vs. MIA,W,24,4,6,2,0,2,17,6,36,2
2025-26,Regular,1626162,Kelly Oubre Jr.,PHI,2025-10-22,PHI @ BOS,W,10,4,1,0,1,2,6,4,34,2
2025-26,Regular,1629656,Quentin Grimes,PHI,2025-10-22,PHI @ BOS,W,10,5,5,0,0,5,8,4,32,2
2025-26,Regular,1626220,Royce O'Neale,PHX,2025-10-22,PHX vs. SAC,W,12,5,2,1,0,1,8,2,29,3
2025-26,Regular,1642346,Ryan Dunn,PHX,2025-10-22,PHX vs. SAC,W,9,10,3,1,3,0,9,2,25,1
2025-26,Regular,1629680,Matisse Thybulle,POR,2025-10-22,POR vs. MIN,L,2,2,2,2,0,0,2,2,14,0
2025-26,Regular,203471,Dennis Schröder,SAC,2025-10-22,SAC @ PHX,L,14,1,7,2,1,4,13,0,30,2
2025-26,Regular,203967,Dario Saric,SAC,2025-10-22,SAC @ PHX,L,0,3,0,0,0,0,2,0,7,0
2025-26,Regular,1642928,Dylan Cardwell,SAC,2025-10-22,SAC @ PHX,L,3,1,0,1,2,0,4,2,15,0
2025-26,Regular,1629640,Keldon Johnson,SAS,2025-10-22,SAS @ DAL,W,11,5,2,1,0,0,6,0,25,1
2025-26,Regular,1641705,Victor Wembanyama,SAS,2025-10-22,SAS @ DAL,W,40,15,1,1,3,0,21,11,30,1
2025-26,Regular,1642357,David Jones Garcia,SAS,2025-10-22,SAS @ DAL,W,5,1,2,0,0,0,2,1,4,0
2025-26,Regular,1642347,Jamal Shead,TOR,2025-10-22,TOR @ ATL,W,10,2,5,1,0,2,5,4,19,1
2025-26,Regular,1642271,Kyle Filipowski,UTA,2025-10-22,UTA vs. LAC,W,9,4,5,0,1,0,10,0,25,1
2025-26,Regular,1642846,Ace Bailey,UTA,2025-10-22,UTA vs. LAC,W,2,4,2,0,0,1,5,0,20,0
2025-26,Regular,1628991,Jaren Jackson Jr.,MEM,2025-10-22,MEM vs. NOP,W,18,8,1,0,6,5,14,4,27,0
2025-26,Regular,1629111,Jock Landale,MEM,2025-10-22,MEM vs. NOP,W,10,4,0,0,2,1,7,4,25,1
2025-26,Regular,1629723,John Konchar,MEM,2025-10-22,MEM vs. NOP,W,0,3,1,0,0,1,0,0,8,0
2025-26,Regular,1630583,Santi Aldama,MEM,2025-10-22,MEM vs. NOP,W,5,6,2,1,2,2,7,3,24,0
2025-26,Regular,1642285,Cam Spencer,MEM,2025-10-22,MEM vs. NOP,W,7,0,2,0,0,0,4,2,12,2
2025-26,Regular,1642377,Jaylen Wells,MEM,2025-10-22,MEM vs. NOP,W,14,3,4,1,0,2,8,5,28,4
2025-26,Regular,1642907,Cedric Coward,MEM,2025-10-22,MEM vs. NOP,W,14,3,1,2,1,0,5,4,22,0
2025-26,Regular,1628963,Marvin Bagley III,WAS,2025-10-22,WAS @ MIL,L,1,3,1,1,0,1,0,2,15,0
2025-26,Regular,1642848,Tre Johnson,WAS,2025-10-22,WAS @ MIL,L,16,5,2,1,1,4,11,2,26,4
2025-26,Regular,1629750,Javonte Green,DET,2025-10-22,DET @ CHI,L,0,0,0,1,1,0,2,0,10,0
2025-26,Regular,1630194,Paul Reed,DET,2025-10-22,DET @ CHI,L,3,0,0,0,1,1,1,0,3,1
2025-26,Regular,1630168,Onyeka Okongwu,ATL,2025-10-22,ATL vs. TOR,L,18,6,1,0,0,0,12,1,30,1
2025-26,Regular,1631243,Mouhamed Gueye,ATL,2025-10-22,ATL vs. TOR,L,0,0,0,0,1,0,0,0,5,0
2025-26,Regular,1628401,Derrick White,BOS,2025-10-22,BOS vs. PHI,L,25,3,4,1,1,0,20,7,35,4
2025-26,Regular,1629014,Anfernee Simons,BOS,2025-10-22,BOS vs. PHI,L,13,4,1,1,1,0,10,1,32,2
2025-26,Regular,1629674,Neemias Queta,BOS,2025-10-22,BOS vs. PHI,L,17,8,0,0,0,2,8,4,25,0
2025-26,Regular,1628366,Lonzo Ball,CLE,2025-10-22,CLE @ NYK,L,3,4,6,0,0,4,7,0,23,1
2025-26,Regular,1629731,Dean Wade,CLE,2025-10-22,CLE @ NYK,L,10,2,0,1,1,0,3,2,28,3
2025-26,Regular,1630241,Sam Merrill,CLE,2025-10-22,CLE @ NYK,L,19,3,1,0,0,1,11,2,28,5
2025-26,Regular,1642281,Jaylon Tyson,CLE,2025-10-22,CLE @ NYK,L,5,2,1,0,1,2,4,0,20,1
2025-26,Regular,1630230,Naji Marshall,DAL,2025-10-22,DAL vs. SAS,L,3,1,1,0,0,0,2,4,23,0
2025-26,Regular,1641726,Dereck Lively II,DAL,2025-10-22,DAL vs. SAS,L,4,2,3,0,0,1,2,2,10,0
2025-26,Regular,1630696,Dru Smith,MIA,2025-10-22,MIA @ ORL,L,2,1,5,1,0,1,4,0,13,0
2025-26,Regular,1631170,Jaime Jaquez Jr.,MIA,2025-10-22,MIA @ ORL,L,13,6,1,2,0,2,7,2,30,0
2025-26,Regular,1641796,Pelle Larsson,MIA,2025-10-22,MIA @ ORL,L,0,0,0,0,0,0,1,0,4,0
2025-26,Regular,1626167,Myles Turner,MIL,2025-10-22,MIL vs. WAS,W,11,8,5,0,3,1,12,2,29,2
2025-26,Regular,1629645,Kevin Porter Jr.,MIL,2025-10-22,MIL vs. WAS,W,10,0,2,1,0,0,5,2,9,2
2025-26,Regular,201144,Mike Conley,MIN,2025-10-22,MIN @ POR,W,3,2,0,1,0,1,5,0,13,1
2025-26,Regular,1630183,Jaden McDaniels,MIN,2025-10-22,MIN @ POR,W,18,5,2,1,3,3,12,4,29,3
2025-26,Regular,1630538,Bones Hyland,MIN,2025-10-22,MIN @ POR,W,2,2,1,0,0,1,2,0,8,0
2025-26,Regular,1629611,Terance Mann,BKN,2025-10-22,BKN @ CHA,L,13,1,1,1,0,1,6,3,19,2
2025-26,Regular,1630533,Ziaire Williams,BKN,2025-10-22,BKN @ CHA,L,1,3,1,1,0,0,3,2,15,0
2025-26,Regular,1630592,Jalen Wilson,BKN,2025-10-22,BKN @ CHA,L,8,0,0,0,0,1,5,0,15,2
2025-26,Regular,1629013,Landry Shamet,NYK,2025-10-22,NYK vs. CLE,W,9,2,1,1,0,1,4,3,14,2
2025-26,Regular,1631094,Paolo Banchero,ORL,2025-10-22,ORL vs. MIA,W,24,11,1,1,1,2,17,12,35,1
2025-26,Regular,203083,Andre Drummond,PHI,2025-10-22,PHI @ BOS,W,0,1,0,0,0,0,0,0,3,0
2025-26,Regular,1642845,VJ Edgecombe,PHI,2025-10-22,PHI @ BOS,W,34,7,3,1,0,2,26,6,42,5
2025-26,Regular,1628415,Dillon Brooks,PHX,2025-10-22,PHX vs. SAC,W,22,4,3,2,1,2,24,3,34,1
2025-26,Regular,1628960,Grayson Allen,PHX,2025-10-22,PHX vs. SAC,W,18,5,7,1,0,4,12,3,36,3
2025-26,Regular,1631221,Collin Gillespie,PHX,2025-10-22,PHX vs. SAC,W,7,2,4,1,1,0,9,0,22,1
2025-26,Regular,203924,Jerami Grant,POR,2025-10-22,POR vs. MIN,L,29,3,1,0,1,1,14,6,28,4
2025-26,Regular,203897,Zach LaVine,SAC,2025-10-22,SAC @ PHX,L,30,2,1,0,0,2,24,3,35,2
2025-26,Regular,1629234,Drew Eubanks,SAC,2025-10-22,SAC @ PHX,L,4,4,0,2,4,2,4,4,22,0
2025-26,Regular,1631165,Keon Ellis,SAC,2025-10-22,SAC @ PHX,L,9,1,0,1,0,0,5,0,13,1
2025-26,Regular,1642363,Nique Clifford,SAC,2025-10-22,SAC @ PHX,L,2,8,2,2,1,1,3,0,24,0
2025-26,Regular,1642875,Maxime Raynaud,SAC,2025-10-22,SAC @ PHX,L,0,4,2,0,0,1,1,0,11,0
2025-26,Regular,1642434,Riley Minix,SAS,2025-10-22,SAS @ DAL,W,0,1,0,0,0,0,0,0,2,0
2025-26,Regular,1630567,Scottie Barnes,TOR,2025-10-22,TOR @ ATL,W,22,6,9,1,2,1,14,4,32,0
2025-26,Regular,1630572,Sandro Mamukelashvili,TOR,2025-10-22,TOR @ ATL,W,7,4,3,0,1,2,6,0,17,1
2025-26,Regular,1629630,Ja Morant,MEM,2025-10-22,MEM vs. NOP,W,35,3,3,1,0,2,20,8,29,2
2025-26,Regular,1630264,Anthony Gill,WAS,2025-10-22,WAS @ MIL,L,2,0,0,0,0,0,1,0,2,0
2025-26,Regular,1641715,Cam Whitmore,WAS,2025-10-22,WAS @ MIL,L,14,5,1,0,0,0,12,1,19,1
2025-26,Regular,1642259,Alex Sarr,WAS,2025-10-22,WAS @ MIL,L,10,11,3,0,0,1,10,2,26,0
2025-26,Regular,1642358,AJ Johnson,WAS,2025-10-22,WAS @ MIL,L,0,1,1,0,0,0,0,0,2,0
2025-26,Regular,1642860,Will Riley,WAS,2025-10-22,WAS @ MIL,L,2,1,1,1,0,0,1,0,4,0
2025-26,Regular,1627747,Caris LeVert,DET,2025-10-22,DET @ CHI,L,8,1,2,1,0,1,7,2,21,1
2025-26,Regular,1629130,Duncan Robinson,DET,2025-10-22,DET @ CHI,L,2,0,0,0,0,1,7,0,32,0
2025-26,Regular,1642275,Tidjane Salaün,CHA,2025-10-22,CHA vs. BKN,W,10,4,1,0,0,0,7,0,17,2
2025-26,Regular,1642851,Kon Knueppel,CHA,2025-10-22,CHA vs. BKN,W,11,5,1,0,0,2,6,0,25,3
2025-26,Regular,1630202,Payton Pritchard,BOS,2025-10-22,BOS vs. PHI,L,16,5,2,2,0,2,14,4,37,1
2025-26,Regular,1630214,Xavier Tillman,BOS,2025-10-22,BOS vs. PHI,L,4,7,1,2,1,0,8,0,16,0
2025-26,Regular,1628386,Jarrett Allen,CLE,2025-10-22,CLE @ NYK,L,4,4,1,2,0,1,4,4,28,0
2025-26,Regular,1630596,Evan Mobley,CLE,2025-10-22,CLE @ NYK,L,22,8,3,3,1,3,18,5,36,4
2025-26,Regular,1641854,Craig Porter Jr.,CLE,2025-10-22,CLE @ NYK,L,2,0,1,0,0,0,2,0,7,0
2025-26,Regular,1629673,Jordan Poole,NOP,2025-10-22,NOP @ MEM,L,17,0,2,0,0,0,14,2,31,3
2025-26,Regular,1630180,Saddiq Bey,NOP,2025-10-22,NOP @ MEM,L,13,6,3,1,0,0,12,4,30,1
2025-26,Regular,1642847,Jeremiah Fears,NOP,2025-10-22,NOP @ MEM,L,17,0,2,0,0,2,10,3,18,0
2025-26,Regular,202696,Nikola Vučević,CHI,2025-10-22,CHI vs. DET,W,28,14,2,1,0,1,18,2,33,4
2025-26,Regular,1628989,Kevin Huerter,CHI,2025-10-22,CHI vs. DET,W,15,5,0,1,2,1,11,6,27,2
2025-26,Regular,203076,Anthony Davis,DAL,2025-10-22,DAL vs. SAS,L,22,13,1,2,1,0,22,6,32,2
2025-26,Regular,1626156,D'Angelo Russell,DAL,2025-10-22,DAL vs. SAS,L,6,2,3,0,0,1,6,6,15,0
2025-26,Regular,201572,Brook Lopez,LAC,2025-10-22,LAC @ UTA,L,15,3,0,1,0,2,12,0,17,5
2025-26,Regular,1641738,Kobe Brown,LAC,2025-10-22,LAC @ UTA,L,2,1,2,0,0,0,0,2,4,0
2025-26,Regular,1642353,Cam Christie,LAC,2025-10-22,LAC @ UTA,L,5,2,1,0,0,0,4,2,8,1
2025-26,Regular,1630162,Anthony Edwards,MIN,2025-10-22,MIN @ POR,W,41,7,1,0,1,4,28,8,39,5
2025-26,Regular,1630545,Terrence Shannon Jr.,MIN,2025-10-22,MIN @ POR,W,10,5,5,1,0,2,7,0,25,2
2025-26,Regular,1630549,Day'Ron Sharpe,BKN,2025-10-22,BKN @ CHA,L,14,4,0,1,2,5,7,2,14,1
2025-26,Regular,1630560,Cam Thomas,BKN,2025-10-22,BKN @ CHA,L,15,1,2,0,1,2,9,13,24,0
2025-26,Regular,1642849,Nolan Traore,BKN,2025-10-22,BKN @ CHA,L,3,0,1,2,0,0,3,0,9,1
2025-26,Regular,1628969,Mikal Bridges,NYK,2025-10-22,NYK vs. CLE,W,16,5,6,3,2,0,11,3,33,1
2025-26,Regular,1630540,Miles McBride,NYK,2025-10-22,NYK vs. CLE,W,15,2,1,1,0,2,7,4,26,4
2025-26,Regular,1642278,Tyler Kolek,NYK,2025-10-22,NYK vs. CLE,W,7,1,2,0,0,0,6,0,14,1
2025-26,Regular,1628976,Wendell Carter Jr.,ORL,2025-10-22,ORL vs. MIA,W,9,8,1,1,1,2,5,5,30,0
2025-26,Regular,1630591,Jalen Suggs,ORL,2025-10-22,ORL vs. MIA,W,14,4,2,2,0,2,7,0,17,2
2025-26,Regular,1641783,Tristan da Silva,ORL,2025-10-22,ORL vs. MIA,W,16,1,0,0,0,1,8,4,18,3
2025-26,Regular,203954,Joel Embiid,PHI,2025-10-22,PHI @ BOS,W,4,6,2,0,1,0,9,2,20,0
2025-26,Regular,1631133,Jabari Walker,PHI,2025-10-22,PHI @ BOS,W,6,4,0,0,0,0,4,0,19,0
2025-26,Regular,1631230,Dominick Barlow,PHI,2025-10-22,PHI @ BOS,W,13,8,5,0,1,2,8,6,34,0
2025-26,Regular,1641737,Adem Bona,PHI,2025-10-22,PHI @ BOS,W,0,3,1,0,0,2,0,0,15,0
2025-26,Regular,1642348,Justin Edwards,PHI,2025-10-22,PHI @ BOS,W,0,0,0,0,0,0,0,0,0,0
2025-26,Regular,1626164,Devin Booker,PHX,2025-10-22,PHX vs. SAC,W,31,5,3,1,0,6,19,15,36,1
2025-26,Regular,201950,Jrue Holiday,POR,2025-10-22,POR vs. MIN,L,14,6,7,3,0,4,15,4,33,1
2025-26,Regular,1631101,Shaedon Sharpe,POR,2025-10-22,POR vs. MIN,L,15,2,4,1,0,4,20,2,29,3
2025-26,Regular,1631200,Kris Murray,POR,2025-10-22,POR vs. MIN,L,7,0,0,0,0,1,3,2,19,1
2025-26,Regular,1641739,Toumani Camara,POR,2025-10-22,POR vs. MIN,L,10,9,5,0,0,0,9,2,35,2
2025-26,Regular,1642270,Donovan Clingan,POR,2025-10-22,POR vs. MIN,L,8,6,1,2,1,1,5,0,30,2
2025-26,Regular,201942,DeMar DeRozan,SAC,2025-10-22,SAC @ PHX,L,29,6,9,2,1,1,17,9,37,1
2025-26,Regular,202687,Bismack Biyombo,SAS,2025-10-22,SAS @ DAL,W,0,1,0,2,0,2,0,0,5,0
2025-26,Regular,1630170,Devin Vassell,SAS,2025-10-22,SAS @ DAL,W,13,3,4,2,0,0,14,1,31,1
2025-26,Regular,1642868,Carter Bryant,SAS,2025-10-22,SAS @ DAL,W,0,2,0,0,0,0,2,0,9,0
2025-26,Regular,1627742,Brandon Ingram,TOR,2025-10-22,TOR @ ATL,W,16,9,3,2,0,5,16,3,27,0
2025-26,Regular,1627751,Jakob Poeltl,TOR,2025-10-22,TOR @ ATL,W,14,6,2,0,1,2,8,1,22,0
2025-26,Regular,1629628,RJ Barrett,TOR,2025-10-22,TOR @ ATL,W,25,8,5,2,0,4,12,5,30,2
2025-26,Regular,1630534,Ochai Agbaji,TOR,2025-10-22,TOR @ ATL,W,4,3,1,2,0,0,5,0,20,0
2025-26,Regular,1642367,Jonathan Mogbo,TOR,2025-10-22,TOR @ ATL,W,4,4,0,0,0,0,4,0,11,0
2025-26,Regular,1642419,Jamison Battle,TOR,2025-10-22,TOR @ ATL,W,2,3,0,0,0,0,3,0,9,0
2025-26,Regular,203994,Jusuf Nurkić,UTA,2025-10-22,UTA vs. LAC,W,8,4,3,2,0,1,9,0,17,0
2025-26,Regular,1631117,Walker Kessler,UTA,2025-10-22,UTA vs. LAC,W,22,9,4,2,4,1,7,8,29,2
2025-26,Regular,1641729,Brice Sensabaugh,UTA,2025-10-22,UTA vs. LAC,W,20,4,2,1,0,1,13,3,23,3
2025-26,Regular,203484,Kentavious Caldwell-Pope,MEM,2025-10-22,MEM vs. NOP,W,15,4,3,0,0,3,8,9,31,2
2025-26,Regular,1641765,Olivier-Maxence Prosper,MEM,2025-10-22,MEM vs. NOP,W,10,5,0,0,0,0,5,4,15,0
2025-26,Regular,1630536,Sharife Cooper,WAS,2025-10-22,WAS @ MIL,L,0,0,0,0,0,1,0,0,2,0
2025-26,Regular,1630551,Justin Champagnie,WAS,2025-10-22,WAS @ MIL,L,0,3,1,0,0,0,3,0,6,0
2025-26,Regular,1641774,Tristan Vukcevic,WAS,2025-10-22,WAS @ MIL,L,0,0,0,0,0,0,0,0,2,0
2025-26,Regular,1630191,Isaiah Stewart,DET,2025-10-22,DET @ CHI,L,20,10,2,0,4,0,14,2,25,2
2025-26,Regular,1630595,Cade Cunningham,DET,2025-10-22,DET @ CHI,L,23,7,10,1,0,3,24,10,34,1
2025-26,Regular,1641709,Ausar Thompson,DET,2025-10-22,DET @ CHI,L,11,9,7,1,1,1,8,3,33,0
2025-26,Regular,1630163,LaMelo Ball,CHA,2025-10-22,CHA vs. BKN,W,20,2,8,0,0,3,15,5,34,4
2025-26,Regular,1628379,Luke Kennard,ATL,2025-10-22,ATL vs. TOR,L,6,4,3,1,0,3,7,1,30,1
2025-26,Regular,1629027,Trae Young,ATL,2025-10-22,ATL vs. TOR,L,22,1,5,1,0,2,14,13,34,1
2025-26,Regular,1630529,Herbert Jones,NOP,2025-10-22,NOP @ MEM,L,17,9,3,3,1,2,14,2,36,3
2025-26,Regular,1641722,Jordan Hawkins,NOP,2025-10-22,NOP @ MEM,L,8,4,1,0,0,1,2,2,17,2
2025-26,Regular,1642274,Yves Missi,NOP,2025-10-22,NOP @ MEM,L,5,7,1,1,1,3,4,2,23,0
2025-26,Regular,1631207,Dalen Terry,CHI,2025-10-22,CHI vs. DET,W,0,0,0,0,0,0,1,0,6,0
2025-26,Regular,1641824,Matas Buzelis,CHI,2025-10-22,CHI vs. DET,W,21,6,1,0,3,3,12,7,34,0
2025-26,Regular,1629023,P.J. Washington,DAL,2025-10-22,DAL vs. SAS,L,17,5,1,0,1,2,11,1,29,2
2025-26,Regular,1630314,Brandon Williams,DAL,2025-10-22,DAL vs. SAS,L,0,0,2,1,0,1,1,2,12,0
2025-26,Regular,1630702,Jaden Hardy,DAL,2025-10-22,DAL vs. SAS,L,3,1,0,0,0,0,3,0,7,1
2025-26,Regular,1642948,Ryan Nembhard,DAL,2025-10-22,DAL vs. SAS,L,8,0,5,0,0,3,5,2,16,0
2025-26,Regular,1628381,John Collins,LAC,2025-10-22,LAC @ UTA,L,14,7,1,1,2,2,12,2,28,1
2025-26,Regular,1642920,Kobe Sanders,LAC,2025-10-22,LAC @ UTA,L,0,1,1,1,0,0,1,0,4,0
2025-26,Regular,1626181,Norman Powell,MIA,2025-10-22,MIA @ ORL,L,28,9,4,1,1,3,19,7,36,4
2025-26,Regular,1628389,Bam Adebayo,MIA,2025-10-22,MIA @ ORL,L,15,12,2,0,0,4,13,7,34,1
2025-26,Regular,1630558,Davion Mitchell,MIA,2025-10-22,MIA @ ORL,L,16,6,12,2,1,1,15,0,35,2
2025-26,Regular,1631107,Nikola Jović,MIA,2025-10-22,MIA @ ORL,L,9,3,0,1,0,3,6,4,23,2
2025-26,Regular,1629018,Gary Trent Jr.,MIL,2025-10-22,MIL vs. WAS,W,17,4,2,2,0,1,12,0,24,5
2025-26,Regular,1631260,AJ Green,MIL,2025-10-22,MIL vs. WAS,W,11,3,1,0,0,0,6,0,27,3
2025-26,Regular,203944,Julius Randle,MIN,2025-10-22,MIN @ POR,W,19,7,6,2,1,0,13,4,37,3
2025-26,Regular,1629675,Naz Reid,MIN,2025-10-22,MIN @ POR,W,6,3,1,1,2,1,4,2,20,0
2025-26,Regular,1631213,Tyrese Martin,BKN,2025-10-22,BKN @ CHA,L,5,3,5,2,0,3,8,0,26,1
